10.30,41.00,26.30
11.0,41.00,26.00
11.30,39.00,26.40
12.0,39.00,26.80
12.30,38.00,27.80
13.0,39.00,28.20
13.31,37.00,28.80
14.1,38.00,29.30
14.31,41.00,29.40
15.1,40.00,30.00
15.31,40.00,30.00
16.1,37.00,30.80
16.31,38.00,30.70
17.1,34.00,30.80
17.31,34.00,31.40
18.1,35.00,31.20
18.31,33.00,31.20
19.1,34.00,30.70
19.31,34.00,30.70
20.1,32.00,30.40
20.31,33.00,30.00
21.1,34.00,29.60
21.31,36.00,29.00
22.1,35.00,28.60
